hodnota,obdobi,rok,tyden,ukazatel_txt,polozka_txt
29.73,2017-W49,2017,49,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
30.47,2017-W49,2017,49,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.08,2017-W49,2017,49,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
29.7,2017-W50,2017,50,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
30.44,2017-W50,2017,50,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.08,2017-W50,2017,50,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
29.67,2017-W51,2017,51,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
30.41,2017-W51,2017,51,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.14,2017-W51,2017,51,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
29.67,2018-W01,2018,1,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
30.46,2018-W01,2018,1,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.13,2018-W01,2018,1,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
29.83,2018-W02,2018,2,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
30.4,2018-W02,2018,2,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.15,2018-W02,2018,2,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
29.93,2018-W03,2018,3,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
30.56,2018-W03,2018,3,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.13,2018-W03,2018,3,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
30,2018-W04,2018,4,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
30.64,2018-W04,2018,4,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.12,2018-W04,2018,4,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
30.03,2018-W05,2018,5,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
30.72,2018-W05,2018,5,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.12,2018-W05,2018,5,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
30.06,2018-W06,2018,6,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
30.74,2018-W06,2018,6,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.15,2018-W06,2018,6,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
29.94,2018-W07,2018,7,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
30.74,2018-W07,2018,7,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.18,2018-W07,2018,7,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
29.69,2018-W08,2018,8,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
30.54,2018-W08,2018,8,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.09,2018-W08,2018,8,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
29.61,2018-W09,2018,9,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
30.44,2018-W09,2018,9,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.05,2018-W09,2018,9,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
29.57,2018-W10,2018,10,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
30.41,2018-W10,2018,10,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.05,2018-W10,2018,10,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
29.55,2018-W11,2018,11,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
30.39,2018-W11,2018,11,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
13.98,2018-W11,2018,11,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
29.51,2018-W12,2018,12,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
30.32,2018-W12,2018,12,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
13.92,2018-W12,2018,12,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
29.57,2018-W13,2018,13,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
30.3,2018-W13,2018,13,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
13.83,2018-W13,2018,13,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
29.77,2018-W15,2018,15,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
30.61,2018-W15,2018,15,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
13.83,2018-W15,2018,15,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
30.02,2018-W16,2018,16,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
30.74,2018-W16,2018,16,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
13.83,2018-W16,2018,16,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
30.17,2018-W17,2018,17,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
30.91,2018-W17,2018,17,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
13.81,2018-W17,2018,17,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
30.28,2018-W18,2018,18,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
31.05,2018-W18,2018,18,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
13.81,2018-W18,2018,18,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
30.69,2018-W19,2018,19,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
31.39,2018-W19,2018,19,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.08,2018-W19,2018,19,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.02,2018-W20,2018,20,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
31.66,2018-W20,2018,20,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.05,2018-W20,2018,20,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.42,2018-W21,2018,21,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
32.13,2018-W21,2018,21,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.04,2018-W21,2018,21,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.19,2018-W22,2018,22,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
32.88,2018-W22,2018,22,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.15,2018-W22,2018,22,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.44,2018-W23,2018,23,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
33.17,2018-W23,2018,23,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.14,2018-W23,2018,23,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.45,2018-W24,2018,24,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
33.23,2018-W24,2018,24,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.31,2018-W24,2018,24,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.35,2018-W25,2018,25,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
33.12,2018-W25,2018,25,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.33,2018-W25,2018,25,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.18,2018-W26,2018,26,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
32.98,2018-W26,2018,26,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.36,2018-W26,2018,26,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.45,2018-W28,2018,28,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
33.16,2018-W28,2018,28,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.55,2018-W28,2018,28,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.42,2018-W29,2018,29,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
33.13,2018-W29,2018,29,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.66,2018-W29,2018,29,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.24,2018-W30,2018,30,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
32.98,2018-W30,2018,30,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.91,2018-W30,2018,30,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.2,2018-W31,2018,31,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
32.94,2018-W31,2018,31,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.78,2018-W31,2018,31,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.25,2018-W32,2018,32,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
33.07,2018-W32,2018,32,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.03,2018-W32,2018,32,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.22,2018-W33,2018,33,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
33.05,2018-W33,2018,33,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.97,2018-W33,2018,33,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.15,2018-W34,2018,34,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
33.05,2018-W34,2018,34,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.96,2018-W34,2018,34,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.24,2018-W35,2018,35,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
33.07,2018-W35,2018,35,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.97,2018-W35,2018,35,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.28,2018-W36,2018,36,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
33.21,2018-W36,2018,36,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.96,2018-W36,2018,36,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.47,2018-W37,2018,37,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
33.27,2018-W37,2018,37,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.99,2018-W37,2018,37,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.52,2018-W38,2018,38,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
33.28,2018-W38,2018,38,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.08,2018-W38,2018,38,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.48,2018-W39,2018,39,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
33.27,2018-W39,2018,39,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.4,2018-W39,2018,39,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.64,2018-W40,2018,40,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
33.28,2018-W40,2018,40,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.45,2018-W40,2018,40,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
33.07,2018-W41,2018,41,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
33.41,2018-W41,2018,41,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.67,2018-W41,2018,41,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
33.35,2018-W42,2018,42,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
33.5,2018-W42,2018,42,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.85,2018-W42,2018,42,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
33.49,2018-W43,2018,43,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
33.44,2018-W43,2018,43,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.93,2018-W43,2018,43,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
33.54,2018-W44,2018,44,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
33.43,2018-W44,2018,44,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.93,2018-W44,2018,44,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
33.69,2018-W45,2018,45,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
33.32,2018-W45,2018,45,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.01,2018-W45,2018,45,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
33.68,2018-W46,2018,46,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
33.16,2018-W46,2018,46,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.99,2018-W46,2018,46,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
33.49,2018-W47,2018,47,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
32.96,2018-W47,2018,47,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.93,2018-W47,2018,47,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
33.37,2018-W48,2018,48,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
32.79,2018-W48,2018,48,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.83,2018-W48,2018,48,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
33,2018-W49,2018,49,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
32.36,2018-W49,2018,49,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.79,2018-W49,2018,49,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.75,2018-W50,2018,50,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
32.02,2018-W50,2018,50,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.65,2018-W50,2018,50,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.44,2018-W51,2018,51,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
31.74,2018-W51,2018,51,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.35,2018-W51,2018,51,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.48,2019-W02,2019,2,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
31.03,2019-W02,2019,2,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.07,2019-W02,2019,2,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.18,2019-W03,2019,3,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
30.68,2019-W03,2019,3,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.1,2019-W03,2019,3,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31,2019-W04,2019,4,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
30.47,2019-W04,2019,4,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.88,2019-W04,2019,4,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
30.89,2019-W05,2019,5,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
30.34,2019-W05,2019,5,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.83,2019-W05,2019,5,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
30.87,2019-W06,2019,6,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
30.17,2019-W06,2019,6,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.75,2019-W06,2019,6,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
30.94,2019-W07,2019,7,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
30.06,2019-W07,2019,7,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.51,2019-W07,2019,7,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
30.84,2019-W08,2019,8,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
29.99,2019-W08,2019,8,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.43,2019-W08,2019,8,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31,2019-W09,2019,9,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
30.1,2019-W09,2019,9,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.29,2019-W09,2019,9,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.13,2019-W10,2019,10,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
30.2,2019-W10,2019,10,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.24,2019-W10,2019,10,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.25,2019-W11,2019,11,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
30.29,2019-W11,2019,11,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.21,2019-W11,2019,11,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.45,2019-W12,2019,12,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
30.43,2019-W12,2019,12,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.17,2019-W12,2019,12,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.47,2019-W13,2019,13,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
30.61,2019-W13,2019,13,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.18,2019-W13,2019,13,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.51,2019-W14,2019,14,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
31.07,2019-W14,2019,14,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.25,2019-W14,2019,14,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.6,2019-W15,2019,15,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
31.76,2019-W15,2019,15,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.38,2019-W15,2019,15,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.68,2019-W16,2019,16,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
32.21,2019-W16,2019,16,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.41,2019-W16,2019,16,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.09,2019-W18,2019,18,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
32.62,2019-W18,2019,18,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.52,2019-W18,2019,18,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.22,2019-W19,2019,19,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
32.83,2019-W19,2019,19,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.46,2019-W19,2019,19,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.31,2019-W20,2019,20,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
32.98,2019-W20,2019,20,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.45,2019-W20,2019,20,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.41,2019-W21,2019,21,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
33.02,2019-W21,2019,21,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.54,2019-W21,2019,21,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.51,2019-W22,2019,22,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
33.29,2019-W22,2019,22,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.56,2019-W22,2019,22,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.57,2019-W23,2019,23,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
33.5,2019-W23,2019,23,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.54,2019-W23,2019,23,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.23,2019-W24,2019,24,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
33.27,2019-W24,2019,24,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.45,2019-W24,2019,24,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.01,2019-W25,2019,25,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
32.86,2019-W25,2019,25,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.41,2019-W25,2019,25,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.88,2019-W26,2019,26,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
32.7,2019-W26,2019,26,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.25,2019-W26,2019,26,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.81,2019-W27,2019,27,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
32.61,2019-W27,2019,27,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.21,2019-W27,2019,27,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.76,2019-W28,2019,28,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
32.65,2019-W28,2019,28,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.2,2019-W28,2019,28,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.72,2019-W29,2019,29,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
32.63,2019-W29,2019,29,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.06,2019-W29,2019,29,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.85,2019-W30,2019,30,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
32.65,2019-W30,2019,30,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14,2019-W30,2019,30,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.82,2019-W31,2019,31,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
32.64,2019-W31,2019,31,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
13.97,2019-W31,2019,31,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.81,2019-W32,2019,32,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
32.61,2019-W32,2019,32,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
13.94,2019-W32,2019,32,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.61,2019-W33,2019,33,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
32.48,2019-W33,2019,33,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
13.92,2019-W33,2019,33,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.55,2019-W34,2019,34,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
32.39,2019-W34,2019,34,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
13.82,2019-W34,2019,34,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.64,2019-W35,2019,35,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
32.34,2019-W35,2019,35,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
13.74,2019-W35,2019,35,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.61,2019-W36,2019,36,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
32.28,2019-W36,2019,36,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
13.69,2019-W36,2019,36,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.6,2019-W37,2019,37,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
32.24,2019-W37,2019,37,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
13.68,2019-W37,2019,37,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.63,2019-W38,2019,38,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
32.09,2019-W38,2019,38,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
13.56,2019-W38,2019,38,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.85,2019-W39,2019,39,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
32.22,2019-W39,2019,39,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
13.55,2019-W39,2019,39,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.88,2019-W40,2019,40,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
32.18,2019-W40,2019,40,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
13.53,2019-W40,2019,40,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.08,2019-W41,2019,41,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
32.34,2019-W41,2019,41,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
13.56,2019-W41,2019,41,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.85,2019-W42,2019,42,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
32.22,2019-W42,2019,42,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
13.63,2019-W42,2019,42,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.82,2019-W43,2019,43,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
32.06,2019-W43,2019,43,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
13.61,2019-W43,2019,43,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.83,2019-W44,2019,44,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
31.99,2019-W44,2019,44,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
