hodnota,obdobi,rok,tyden,ukazatel_txt,polozka_txt
34.33,2021-W40,2021,40,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.76,2021-W40,2021,40,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
33.97,2021-W41,2021,41,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
35.32,2021-W41,2021,41,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.65,2021-W41,2021,41,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
34.77,2021-W42,2021,42,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
35.96,2021-W42,2021,42,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.04,2021-W42,2021,42,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
35.49,2021-W43,2021,43,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
36.44,2021-W43,2021,43,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.73,2021-W43,2021,43,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
35.91,2021-W44,2021,44,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
36.82,2021-W44,2021,44,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.67,2021-W44,2021,44,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
36.1,2021-W45,2021,45,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
37.14,2021-W45,2021,45,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.99,2021-W45,2021,45,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
36.13,2021-W46,2021,46,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
37.18,2021-W46,2021,46,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.75,2021-W46,2021,46,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
36.03,2021-W47,2021,47,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
37.2,2021-W47,2021,47,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.75,2021-W47,2021,47,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
35.86,2021-W48,2021,48,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
37.05,2021-W48,2021,48,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.74,2021-W48,2021,48,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
35.69,2021-W49,2021,49,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
36.71,2021-W49,2021,49,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.72,2021-W49,2021,49,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
35.39,2021-W50,2021,50,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
36.35,2021-W50,2021,50,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.57,2021-W50,2021,50,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
35.01,2022-W01,2022,1,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
35.88,2022-W01,2022,1,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.79,2022-W01,2022,1,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
34.94,2022-W02,2022,2,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
35.92,2022-W02,2022,2,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.29,2022-W02,2022,2,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
35.04,2022-W03,2022,3,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
36.01,2022-W03,2022,3,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.06,2022-W03,2022,3,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
35.23,2022-W04,2022,4,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
36.18,2022-W04,2022,4,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.93,2022-W04,2022,4,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
35.44,2022-W05,2022,5,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
36.39,2022-W05,2022,5,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.72,2022-W05,2022,5,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
35.87,2022-W06,2022,6,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
36.79,2022-W06,2022,6,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.7,2022-W06,2022,6,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
36.18,2022-W07,2022,7,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
37.13,2022-W07,2022,7,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.61,2022-W07,2022,7,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
36.47,2022-W08,2022,8,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
37.4,2022-W08,2022,8,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.61,2022-W08,2022,8,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
38.18,2022-W09,2022,9,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
38.86,2022-W09,2022,9,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.6,2022-W09,2022,9,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
46.02,2022-W10,2022,10,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
43.58,2022-W10,2022,10,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.91,2022-W10,2022,10,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
49.21,2022-W11,2022,11,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
46.09,2022-W11,2022,11,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
22.2,2022-W11,2022,11,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
45.89,2022-W12,2022,12,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
43.83,2022-W12,2022,12,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
23.1,2022-W12,2022,12,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
47.25,2022-W13,2022,13,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
44.34,2022-W13,2022,13,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
22.9,2022-W13,2022,13,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
46.84,2022-W14,2022,14,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
44.12,2022-W14,2022,14,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
22.49,2022-W14,2022,14,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
45.41,2022-W15,2022,15,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
42.86,2022-W15,2022,15,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
21.61,2022-W15,2022,15,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
44.58,2022-W16,2022,16,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
42.38,2022-W16,2022,16,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
21.29,2022-W16,2022,16,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
44.7,2022-W17,2022,17,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
42.56,2022-W17,2022,17,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
21.04,2022-W17,2022,17,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
45.14,2022-W18,2022,18,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
42.9,2022-W18,2022,18,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
20.81,2022-W18,2022,18,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
46.39,2022-W19,2022,19,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
44.16,2022-W19,2022,19,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
20.68,2022-W19,2022,19,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
46.24,2022-W20,2022,20,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
44.75,2022-W20,2022,20,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
20.47,2022-W20,2022,20,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
46.14,2022-W21,2022,21,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
46.06,2022-W21,2022,21,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
20.28,2022-W21,2022,21,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
46.03,2022-W22,2022,22,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
46.55,2022-W22,2022,22,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
20.17,2022-W22,2022,22,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
45.32,2022-W23,2022,23,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
45.9,2022-W23,2022,23,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
20.07,2022-W23,2022,23,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
46.62,2022-W24,2022,24,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
47.33,2022-W24,2022,24,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
19.68,2022-W24,2022,24,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
47.83,2022-W25,2022,25,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
47.83,2022-W25,2022,25,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
19.6,2022-W25,2022,25,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
48.19,2022-W26,2022,26,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
47.82,2022-W26,2022,26,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
19.55,2022-W26,2022,26,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
48.02,2022-W27,2022,27,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
47.89,2022-W27,2022,27,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
19.51,2022-W27,2022,27,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
47.7,2022-W28,2022,28,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
47.63,2022-W28,2022,28,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
19.47,2022-W28,2022,28,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
47.18,2022-W29,2022,29,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
47.18,2022-W29,2022,29,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
19.33,2022-W29,2022,29,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
46.48,2022-W30,2022,30,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
46.16,2022-W30,2022,30,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
19.19,2022-W30,2022,30,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
45.39,2022-W31,2022,31,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
44.85,2022-W31,2022,31,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
18.97,2022-W31,2022,31,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
44.01,2022-W32,2022,32,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
42.81,2022-W32,2022,32,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
18.59,2022-W32,2022,32,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
42.52,2022-W33,2022,33,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
40.81,2022-W33,2022,33,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
18.44,2022-W33,2022,33,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
42.36,2022-W34,2022,34,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
40.31,2022-W34,2022,34,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
18.55,2022-W34,2022,34,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
44.96,2022-W35,2022,35,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
40.53,2022-W35,2022,35,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
18.52,2022-W35,2022,35,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
45.48,2022-W36,2022,36,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
40.46,2022-W36,2022,36,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
18.53,2022-W36,2022,36,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
44.75,2022-W37,2022,37,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
39.21,2022-W37,2022,37,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
18.51,2022-W37,2022,37,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
44.19,2022-W38,2022,38,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
38.53,2022-W38,2022,38,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
18.38,2022-W38,2022,38,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
43.1,2022-W39,2022,39,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
37.76,2022-W39,2022,39,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
18.3,2022-W39,2022,39,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
42.95,2022-W40,2022,40,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
38.23,2022-W40,2022,40,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
18.26,2022-W40,2022,40,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
44.33,2022-W41,2022,41,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
41,2022-W41,2022,41,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
18.16,2022-W41,2022,41,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
46.48,2022-W42,2022,42,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
42.6,2022-W42,2022,42,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.94,2022-W42,2022,42,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
47.35,2022-W43,2022,43,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
42.9,2022-W43,2022,43,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.92,2022-W43,2022,43,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
47.18,2022-W44,2022,44,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
42.45,2022-W44,2022,44,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.91,2022-W44,2022,44,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
46.3,2022-W45,2022,45,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
42.05,2022-W45,2022,45,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.88,2022-W45,2022,45,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
45.05,2022-W46,2022,46,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
41.75,2022-W46,2022,46,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.79,2022-W46,2022,46,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
43.28,2022-W47,2022,47,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
40.86,2022-W47,2022,47,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.73,2022-W47,2022,47,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
41.46,2022-W48,2022,48,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
39.81,2022-W48,2022,48,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.57,2022-W48,2022,48,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
40.06,2022-W49,2022,49,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
38.57,2022-W49,2022,49,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.49,2022-W49,2022,49,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
38.34,2022-W50,2022,50,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
37,2022-W50,2022,50,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.39,2022-W50,2022,50,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
37.9,2022-W51,2022,51,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
36.44,2022-W51,2022,51,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.18,2022-W51,2022,51,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
37.8,2023-W01,2023,1,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
36.29,2023-W01,2023,1,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.99,2023-W01,2023,1,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
37.44,2023-W02,2023,2,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
36.24,2023-W02,2023,2,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
17.04,2023-W02,2023,2,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
37.32,2023-W03,2023,3,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
36.18,2023-W03,2023,3,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.82,2023-W03,2023,3,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
37.27,2023-W04,2023,4,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
36.68,2023-W04,2023,4,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.74,2023-W04,2023,4,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
37.6,2023-W05,2023,5,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
37.68,2023-W05,2023,5,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.64,2023-W05,2023,5,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
37.67,2023-W06,2023,6,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
37.88,2023-W06,2023,6,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.55,2023-W06,2023,6,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
36.8,2023-W07,2023,7,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
37.63,2023-W07,2023,7,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.59,2023-W07,2023,7,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
36.56,2023-W08,2023,8,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
37.65,2023-W08,2023,8,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.75,2023-W08,2023,8,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
36.35,2023-W09,2023,9,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
37.45,2023-W09,2023,9,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.78,2023-W09,2023,9,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
36.22,2023-W10,2023,10,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
37.36,2023-W10,2023,10,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.76,2023-W10,2023,10,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
36.05,2023-W11,2023,11,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
37.2,2023-W11,2023,11,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.7,2023-W11,2023,11,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
35.56,2023-W12,2023,12,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
37.09,2023-W12,2023,12,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.65,2023-W12,2023,12,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
35.23,2023-W13,2023,13,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
36.96,2023-W13,2023,13,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.58,2023-W13,2023,13,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
35.02,2023-W14,2023,14,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
37,2023-W14,2023,14,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.69,2023-W14,2023,14,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
34.63,2023-W15,2023,15,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
37.55,2023-W15,2023,15,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.42,2023-W15,2023,15,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
34.34,2023-W16,2023,16,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
37.83,2023-W16,2023,16,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.28,2023-W16,2023,16,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
33.63,2023-W17,2023,17,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
37.45,2023-W17,2023,17,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
16.09,2023-W17,2023,17,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.91,2023-W18,2023,18,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
37.26,2023-W18,2023,18,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.94,2023-W18,2023,18,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.02,2023-W19,2023,19,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
36.77,2023-W19,2023,19,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.79,2023-W19,2023,19,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.44,2023-W20,2023,20,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
36.46,2023-W20,2023,20,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.55,2023-W20,2023,20,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.14,2023-W21,2023,21,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
36.37,2023-W21,2023,21,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.41,2023-W21,2023,21,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.08,2023-W22,2023,22,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
36.44,2023-W22,2023,22,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.37,2023-W22,2023,22,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.31,2023-W23,2023,23,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
36.74,2023-W23,2023,23,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.31,2023-W23,2023,23,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.4,2023-W24,2023,24,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
36.83,2023-W24,2023,24,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.19,2023-W24,2023,24,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
31.79,2023-W25,2023,25,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
37.12,2023-W25,2023,25,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.12,2023-W25,2023,25,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.43,2023-W26,2023,26,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
37.25,2023-W26,2023,26,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
15.02,2023-W26,2023,26,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.56,2023-W27,2023,27,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
37.27,2023-W27,2023,27,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.99,2023-W27,2023,27,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.5,2023-W28,2023,28,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
37.25,2023-W28,2023,28,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.97,2023-W28,2023,28,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.74,2023-W29,2023,29,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
37.26,2023-W29,2023,29,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.89,2023-W29,2023,29,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
32.82,2023-W30,2023,30,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
37.29,2023-W30,2023,30,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.78,2023-W30,2023,30,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
33.33,2023-W31,2023,31,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
37.99,2023-W31,2023,31,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.78,2023-W31,2023,31,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
36.44,2023-W32,2023,32,Pr?m?rná cena pohonných hmot,Motorová nafta [1 l]
39.14,2023-W32,2023,32,Pr?m?rná cena pohonných hmot,Benzin automobilový Natural 95 oktanu [1 l]
14.74,2023-W32,2023,32,Pr?m?rná cena pohonných hmot,Plyn LPG [1 l]
